Date,Country,Country ISO,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Highjacked,Looting/Theft/Robbery/Burglary of Health Supplies,Obstruction to Health Care,Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Reported Health Worker Profession,Health Workers Killed,International Health Workers Working Within The Aid System Kill,International Health Worker Outside The Aid Structure Killed,National Employees of International Aid Agencies Killed,National Employees of Local NGO Killed,Health Worker Working Within National Health Structure Killed,National Health Worker Working for Unspecified Health Provider ,"Health Workers Working for INGO, ICRC or UN Killed","Health Workers Working for LNGO,  NGO or National Society of th",Health Workers Working for local health structure killed,Health Workers Killed In Captivity,Female Health Workers Killed,Male Health Workers Killed,Health Workers Injured,International Health Workers Working Within the Aid System Inju,International Health Worker Outside the Aid Structure Injured,National Employees of International Aid Agencies Injured,Health Worker Working Within National Health Structure Injured,National Health Worker Working For Unspecified Health Provider ,Female Health Workers Injured,Male Health Workers Injured ,Health Workers Kidnapped,International Health Workers Working Within the Aid System Kidn,International Health Worker Outside the Aid Structure Kidnapped,National Employees of International Aid Agencies Kidnapped,Health Worker Working Within National Health Structure Kidnappe,National Health Worker Working for Unspecified Health Provider ,Female Health Workers Kidnapped,Male Health Workers Kidanpped,Health Workers Arrested,International Health Workers Working Within the Aid System Arre,International Health Worker Outside the Aid Structure Arrested ,National Employees of International Aid Agencies Arrested or De,Health Worker Working Within National Health Structure Arrested,National Health Worker Working for Unspecified Health Provider ,Female Health Workers Arrested or Detained,Male Health Workers Arrested or Detained,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,SiND Event ID
6/10/2022,DRC,COD,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,0,0,1,0,NoInformation,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,35116
6/12/2022,Mali,MLI,Criminal,Unidentified Armed Actor,Firearms,0,1,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33191
6/13/2022,DRC,COD,NSA,Unidentified Armed Actor,Combination,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33132
6/13/2022,Afghanistan,AFG,Police,Islamic Emirate of Afghanistan,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,1,NoInformation,0,0,0,Doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ConflictEvent,Politically-related,NotApplicable,NotApplicable,NotApplicable,35074
6/14/2022,Yemen,YEM,NSA,Unidentified Armed Actor,Firearms,0,0,1,0,0,0,0,0,0,1,5,0,0,,0,0,0,"Guards, HospitalStaff",1,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33308
6/14/2022,Myanmar,MMR,Armed Forces of Government or Self-Declared Government,Myanmar Armed Forces,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,Politically-related,NotApplicable,NotApplicable,NotApplicable,33268
6/15/2022,Sudan,SDN,NSA,Unidentified Armed Actor,Combination,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,1,Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33217
6/17/2022,OPT,PSE,Multiple,"Demonstrators, Israeli Defence Forces, Israeli settlers","Combination, Firearms",0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,Politically-related,NotApplicable,NotApplicable,NotApplicable,33291
6/17/2022,CAR,CAF,No Information,No Information,No Information on the Weapon Used,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36216
6/18/2022,CAR,CAF,No Information,No Information,No Information on the Weapon Used,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36217
6/19/2022,Myanmar,MMR,Police,Border Guard Forces (Myanmar),Firearms,0,0,0,0,0,0,0,0,0,0,0,0,1,NoInformation,0,0,0,Doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,ConflictEvent,Politically-related,NotApplicable,NotApplicable,NotApplicable,33579
6/19/2022,DRC,COD,Multiple,"Forces Arm̩es de la R̩publique D̩mocratique du Congo, March 23 Movement",Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33147
6/20/2022,Afghanistan,AFG,NSA,Islamic State,Firearms,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,"HeadOfProgramme, OtherHealthProfessional",2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33219
6/20/2022,South Sudan,SSD,Civilian,Youth,Not Applicable - No Direct Violence,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,ProgrammeStaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33420
6/21/2022,Myanmar,MMR,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33247
6/21/2022,DRC,COD,NSA,Allied Democratic Forces /National Army for the Liberation of Uganda,Arson,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33150
6/21/2022,Nigeria,NGA,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,0,1,0,Freed,0,0,0,Doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33238
6/22/2022,Burkina Faso,BFA,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,1,0,0,0,0,1,0,Freed,0,0,0,AmbulanceDriver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33129
6/23/2022,CAR,CAF,Vigilante,Wagner Group,Firearms,0,0,0,0,0,0,0,0,0,1,1,1,0,Killed,0,0,0,OtherHealthProfessional,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33558
6/24/2022,DRC,COD,NSA,Allied Democratic Forces /National Army for the Liberation of Uganda,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33187
6/25/2022,Nigeria,NGA,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,0,0,1,0,Freed,0,0,0,Doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33242
6/25/2022,Nigeria,NGA,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,0,0,1,0,Freed,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33239
6/25/2022,Cameroon,CMR,Police,Gendarmerie Nationale Camerounaise,Firearms,0,0,0,0,0,0,0,0,1,0,0,0,3,Freed,3,0,0,Doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33131
6/27/2022,DRC,COD,No Information,No Information,Arson,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,COVIDEvent,NotApplicable,Vaccination-related,33189
6/28/2022,Pakistan,PAK,Criminal,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,VaccinationWorker,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,33278
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34109
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34143
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34049
6/29/2022,OPT,PSE,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,HospitalStaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33852
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34169
6/29/2022,OPT,PSE,No Information,No Information,Unarmed Perpetrator,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34144
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34160
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34161
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34162
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34110
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34168
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34170
6/29/2022,OPT,PSE,No Information,No Information,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34142
6/30/2022,Sudan,SDN,Armed Forces of Government or Self-Declared Government,Sudanese Armed Forces,Firearms,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,Politically-related,NotApplicable,NotApplicable,NotApplicable,33932
7/1/2022,Myanmar,MMR,Police,Government of Myanmar,Not Applicable - No Direct Violence,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,34177
7/1/2022,Myanmar,MMR,Armed Forces of Government or Self-Declared Government,Myanmar Armed Forces,Firearms,0,0,0,0,0,0,0,1,0,0,0,0,2,NoInformation,0,0,0,"Driver, HospitalStaff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,ConflictEvent,Politically-related,NotApplicable,NotApplicable,NotApplicable,34459
7/1/2022,Burkina Faso,BFA,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OtherHealthProfessional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33537
7/1/2022,Myanmar,MMR,Police,Myanmar Police Force,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,1,StillInCaptivity,0,0,0,Doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,ConflictEvent,Politically-related,NotApplicable,NotApplicable,NotApplicable,33587
7/1/2022,Burkina Faso,BFA,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36091
7/1/2022,Nigeria,NGA,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,1,0,0,0,0,3,0,0,,0,0,0,VaccinationWorker,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,35339
7/2/2022,Pakistan,PAK,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,0,2,2,0,NoInformation,0,0,0,VaccinationWorker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,33601
7/2/2022,Pakistan,PAK,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,VaccinationWorker,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,33602
7/3/2022,Cameroon,CMR,NSA,Islamic State West Africa Province,Arson,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,Guards,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,35320
7/3/2022,Pakistan,PAK,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,VaccinationWorker,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,Vaccination-related,33603
7/4/2022,Burkina Faso,BFA,NSA,Islamic State of the Greater Sahara,Firearms,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33548
7/4/2022,DRC,COD,NSA,Mai Mai militia,Firearms,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,Nurse,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33559
7/4/2022,Afghanistan,AFG,NSA,Unidentified Armed Actor,Combination,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,Doctor,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33578
7/4/2022,Burkina Faso,BFA,NSA,Islamic State of the Greater Sahara,Firearms,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36092
7/4/2022,Myanmar,MMR,NSA,Unidentified Armed Actor,IED,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33591
7/4/2022,Myanmar,MMR,Armed Forces of Government or Self-Declared Government,Myanmar Armed Forces,Air-Launched Explosive Weapon,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33851
7/5/2022,CAR,CAF,NSA,Coalition of Patriots for Change,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,HeadOfProgramme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36094
7/5/2022,Burkina Faso,BFA,NSA,Jama'at Nasr al-Islam wal Muslimin,Combination,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33549
7/6/2022,DRC,COD,No Information,No Information,No Information on the Weapon Used,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,1,0,Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36099
7/6/2022,DRC,COD,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,"Driver, Volunteer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33560
7/7/2022,Mali,MLI,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,0,0,0,0,0,0,0,0,0,0,0,2,0,NoInformation,0,0,0,"AmbulanceDriver, Doctor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33561
7/7/2022,Mali,MLI,Criminal,Criminal,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36106
7/7/2022,Myanmar,MMR,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,1,0,0,0,0,0,0,0,,7,0,0,AmbulanceDriver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33600
7/7/2022,DRC,COD,NSA,Allied Democratic Forces /National Army for the Liberation of Uganda,Arson,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33856
7/7/2022,DRC,COD,NSA,Allied Democratic Forces /National Army for the Liberation of Uganda,Arson,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36100
7/7/2022,Mali,MLI,NSA,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,HeadOfProgramme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,33562
7/7/2022,Mali,MLI,NSA,Jama'at Nasr al-Islam wal Muslimin,Combination,0,0,0,0,0,0,0,0,0,0,0,2,2,Freed,0,0,0,"Doctor, Driver",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36107
7/8/2022,DRC,COD,NSA,March 23 Movement,No Information on the Weapon Used,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,36102
